Feature,Importance
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.0006737406474364289
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.0006734417952531861
wavelet-LLH_glcm_Autocorrelation,0.0006716383352026695
wavelet-HLL_glcm_ClusterProminence,0.0006713519827902313
wavelet-LHL_firstorder_10Percentile,0.0006688963944376876
log-sigma-4-0-mm-3D_ngtdm_Coarseness,0.000668587156697844
wavelet-HHH_glcm_Autocorrelation,0.0006685305624927435
lbp-3D-k_glcm_Id,0.0006684898495462866
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0006677513036382151
log-sigma-1-0-mm-3D_glcm_SumAverage,0.0006672197021921348
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0006670400186179612
wavelet-LHH_firstorder_Maximum,0.0006669540729650224
wavelet-HLH_gldm_SmallDependenceEmphasis,0.0006659849624171548
wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.0006649401124369476
logarithm_firstorder_Skewness,0.0006633547778006884
wavelet-HHL_glszm_GrayLevelNonUniformity,0.000661602505924207
wavelet-HHL_firstorder_Maximum,0.0006605208617431166
lbp-3D-k_glcm_Idm,0.0006583533876997502
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.0006575356577315925
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.0006562400249002277
logarithm_firstorder_TotalEnergy,0.000655547996141847
wavelet-HLH_firstorder_Range,0.000654613077586171
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0006540752927113124
log-sigma-3-0-mm-3D_glcm_Idn,0.000651269605962341
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.0006497206815440946
logarithm_gldm_DependenceVariance,0.0006494699035529207
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.000649271422502894
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.0006479871384838308
wavelet-LHH_glrlm_GrayLevelVariance,0.0006460122131613983
wavelet-LLH_glcm_Idm,0.0006446492578914385
lbp-3D-m2_firstorder_10Percentile,0.00064390766705884
squareroot_firstorder_Kurtosis,0.0006374275495607068
log-sigma-5-0-mm-3D_glcm_Idmn,0.0006359733063807193
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.000635541611467168
wavelet-LHL_firstorder_RootMeanSquared,0.0006353561349331472
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.0006338248174631498
lbp-3D-m2_glszm_ZoneVariance,0.0006336241060623381
wavelet-HLH_firstorder_Maximum,0.0006307123951030855
log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0006304940681432859
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.0006303262221150822
log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0006275988857266309
squareroot_glcm_DifferenceEntropy,0.0006268892224116527
log-sigma-1-0-mm-3D_firstorder_Maximum,0.0006227022846259682
log-sigma-4-0-mm-3D_glcm_DifferenceEntropy,0.0006212524528742022
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.0006203687760306763
lbp-3D-k_glcm_SumSquares,0.0006191296901354692
log-sigma-3-0-mm-3D_ngtdm_Busyness,0.0006188353237044967
logarithm_glszm_GrayLevelNonUniformity,0.0006160305258853793
wavelet-HHL_glcm_DifferenceEntropy,0.0006143264793312774
wavelet-LHL_firstorder_Energy,0.0006124379102057965
log-sigma-4-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.0006104780126529461
wavelet-LLH_gldm_LargeDependenceEmphasis,0.0006100997155578308
original_shape_Maximum2DDiameterRow,0.0006088207366785595
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0006046267880582525
log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.0006033464835217947
squareroot_gldm_DependenceNonUniformityNormalized,0.0006015209796551379
wavelet-LLH_gldm_SmallDependenceEmphasis,0.0006012052586632497
wavelet-LLH_firstorder_Uniformity,0.0005975878479708058
gradient_firstorder_10Percentile,0.0005974183541540439
logarithm_gldm_LargeDependenceHighGrayLevelEmphasis,0.0005963906255140997
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.0005958583835686248
squareroot_glszm_GrayLevelVariance,0.0005949417904805721
wavelet-LHL_glszm_SmallAreaEmphasis,0.0005949127729704644
log-sigma-2-0-mm-3D_ngtdm_Contrast,0.0005932378343370881
log-sigma-4-0-mm-3D_glcm_Imc2,0.0005926069160597118
lbp-3D-m1_firstorder_MeanAbsoluteDeviation,0.0005903224922487545
lbp-3D-k_glrlm_RunLengthNonUniformity,0.0005899575014725212
log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.0005896741869631471
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.0005880648273662173
wavelet-HLL_firstorder_90Percentile,0.0005877723803267136
wavelet-HLH_glszm_GrayLevelVariance,0.0005876821723148229
log-sigma-5-0-mm-3D_glcm_Imc2,0.0005872481686653093
wavelet-LLL_firstorder_Median,0.0005864939800016711
gradient_glcm_ClusterTendency,0.0005761919573675502
wavelet-HHL_glszm_ZoneEntropy,0.0005747113549866549
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,0.0005738806321266981
wavelet-LHH_glcm_Imc1,0.0005734113598692215
lbp-2D_firstorder_MeanAbsoluteDeviation,0.0005730829632284444
log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,0.0005707456979263258
square_glcm_Contrast,0.0005675220655452641
logarithm_ngtdm_Busyness,0.0005672203283803739
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.0005669320146824772
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.0005660468653108495
original_gldm_LowGrayLevelEmphasis,0.0005655482298158271
wavelet-LHH_gldm_HighGrayLevelEmphasis,0.0005648256509795145
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0005641883061299083
log-sigma-5-0-mm-3D_ngtdm_Complexity,0.0005629543828350929
lbp-3D-k_gldm_LargeDependenceLowGrayLevelEmphasis,0.0005626081484998058
squareroot_firstorder_Maximum,0.0005621147933175759
original_glszm_GrayLevelNonUniformityNormalized,0.0005595379156893811
wavelet-HHH_firstorder_Entropy,0.0005582483061261644
log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.0005571845335693934
log-sigma-4-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0005554666270348592
square_glcm_DifferenceAverage,0.0005551437581481866
lbp-3D-k_gldm_DependenceVariance,0.0005540594682852474
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,0.0005514605380493412
log-sigma-4-0-mm-3D_glcm_MCC,0.0005490566009001549
log-sigma-4-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0005481115185855061
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.0005462573918544613
lbp-3D-k_firstorder_Minimum,0.0005462502743826664
wavelet-LLH_glrlm_RunPercentage,0.0005447998106248367
wavelet-LHL_glcm_DifferenceVariance,0.0005423510729550379
wavelet-LHL_glszm_SizeZoneNonUniformity,0.0005416697006110137
exponential_gldm_DependenceNonUniformityNormalized,0.0005404323994467066
wavelet-LHL_glszm_GrayLevelNonUniformity,0.0005392485213771631
original_shape_Flatness,0.0005379719453236808
wavelet-HHL_gldm_SmallDependenceEmphasis,0.0005368991245137927
lbp-3D-m1_glrlm_RunVariance,0.0005362784274002103
wavelet-LLL_gldm_DependenceEntropy,0.0005361141669943234
lbp-2D_firstorder_RobustMeanAbsoluteDeviation,0.0005356140952136746
lbp-3D-m2_firstorder_Energy,0.0005340930801250281
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.0005339911337751373
log-sigma-3-0-mm-3D_firstorder_Entropy,0.0005329065814042517
wavelet-LHH_firstorder_Range,0.000532790290905686
wavelet-LHH_glcm_DifferenceEntropy,0.000530394822016738
wavelet-LHL_gldm_DependenceNonUniformity,0.000529992566002516
original_firstorder_Energy,0.000529361097094377
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.0005288355767766418
lbp-3D-k_glszm_SmallAreaEmphasis,0.0005260162001834301
gradient_gldm_LargeDependenceLowGrayLevelEmphasis,0.0005238104969353414
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.0005236976900327371
wavelet-LHH_glcm_Id,0.0005228554432546109
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0005215092174633978
exponential_glszm_ZonePercentage,0.0005199288625646316
wavelet-LHH_firstorder_RootMeanSquared,0.0005194476975538441
squareroot_firstorder_Mean,0.0005189853750977653
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.0005184917987386899
lbp-3D-k_glcm_MCC,0.0005178516635042797
lbp-3D-m2_glrlm_RunEntropy,0.0005169945018055522
log-sigma-2-0-mm-3D_glrlm_RunVariance,0.0005152253416626661
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,0.0005151674515515776
square_firstorder_Skewness,0.0005137249948480814
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,0.0005134047010511647
wavelet-HLL_firstorder_Kurtosis,0.0005129152307691194
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,0.0005123664757925377
original_glrlm_GrayLevelNonUniformity,0.0005122374924377728
original_glrlm_GrayLevelNonUniformityNormalized,0.0005112727157052222
wavelet-HHH_glrlm_GrayLevelVariance,0.0005110370069220562
wavelet-HHH_ngtdm_Strength,0.0005101776908652912
original_firstorder_Entropy,0.0005098930859744814
log-sigma-4-0-mm-3D_glcm_Imc1,0.0005089415247209127
gradient_glszm_SmallAreaEmphasis,0.0005085483221851695
wavelet-LHH_ngtdm_Coarseness,0.0005083074412055786
wavelet-HLL_glcm_Imc1,0.0005072149380767289
original_glrlm_RunEntropy,0.0005060916535545379
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.0005057569396852115
squareroot_ngtdm_Strength,0.0005036671565657254
log-sigma-5-0-mm-3D_glrlm_GrayLevelVariance,0.0005001560428936746
wavelet-LHH_ngtdm_Contrast,0.0004987434505984763
log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0004967177954906969
wavelet-LLH_glcm_Imc1,0.0004944085246180805
log-sigma-4-0-mm-3D_ngtdm_Strength,0.000493684481709938
log-sigma-4-0-mm-3D_firstorder_Mean,0.0004930409141070982
wavelet-HHH_gldm_LargeDependenceEmphasis,0.0004919368579057791
gradient_glcm_Imc1,0.0004899668690127494
lbp-3D-m1_glszm_ZoneVariance,0.0004892288497452134
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0004884856672045552
logarithm_glcm_ClusterShade,0.00048769649586278174
lbp-3D-m1_firstorder_Variance,0.0004876763237034059
log-sigma-1-0-mm-3D_glcm_MCC,0.0004865912892082559
wavelet-LLL_glcm_Imc1,0.00048499509821561565
original_shape_SurfaceVolumeRatio,0.00048324055443922203
wavelet-HLL_firstorder_Maximum,0.0004827972151645625
log-sigma-3-0-mm-3D_firstorder_90Percentile,0.00048227364541994917
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.0004814254714864212
square_glcm_DifferenceEntropy,0.00047899490556088176
wavelet-LHL_glcm_ClusterTendency,0.0004783139466141128
log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity,0.00047673228097392344
log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0004755761254557585
wavelet-LHL_firstorder_Maximum,0.00047547015392305754
squareroot_firstorder_Range,0.0004747290923622667
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,0.00047252567501854595
wavelet-LHH_glcm_ClusterTendency,0.000471781485839786
wavelet-HLH_firstorder_Entropy,0.00047133208266033575
wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.0004704935656011745
wavelet-LHL_glcm_Idn,0.00047027870768520815
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.0004682504424614893
log-sigma-4-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.00046801406023629327
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.0004668805057471347
wavelet-LHH_glcm_Contrast,0.0004666352058004981
wavelet-LLL_firstorder_Range,0.0004632201199468058
square_glcm_Id,0.00046001621624700906
wavelet-LHH_glcm_Imc2,0.00045684460655626824
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.00045668776853508697
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0004566440517443996
wavelet-HHL_glrlm_RunVariance,0.00045641945757376177
lbp-3D-k_glcm_JointEntropy,0.00045591519943180043
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.0004537589795738977
original_gldm_LargeDependenceHighGrayLevelEmphasis,0.00045308385649563105
gradient_glszm_LargeAreaHighGrayLevelEmphasis,0.0004529013376058799
lbp-3D-k_gldm_DependenceNonUniformity,0.0004526439723531698
wavelet-HHH_glszm_ZoneVariance,0.0004525591825643825
log-sigma-4-0-mm-3D_glcm_Correlation,0.0004524118978488965
wavelet-HLL_glszm_LargeAreaEmphasis,0.00045226656416725935
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.00045032563872049946
original_gldm_GrayLevelNonUniformity,0.000449883313128462
square_glszm_SmallAreaHighGrayLevelEmphasis,0.00044939447128760447
wavelet-HHH_glcm_MCC,0.0004492317889997324
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.0004488429505242109
gradient_ngtdm_Busyness,0.00044779443473488503
gradient_glszm_GrayLevelNonUniformityNormalized,0.00044702982618523437
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0004454199646978571
lbp-3D-m2_gldm_SmallDependenceLowGrayLevelEmphasis,0.00044476268835392884
squareroot_glszm_ZoneEntropy,0.0004445703066720087
lbp-3D-m1_glrlm_RunEntropy,0.0004445514410179819
log-sigma-5-0-mm-3D_firstorder_TotalEnergy,0.00044347830448085256
lbp-3D-k_glcm_JointEnergy,0.00044202235920746865
wavelet-LHH_gldm_LowGrayLevelEmphasis,0.0004390986114869913
wavelet-HHL_glcm_Imc1,0.0004387032424445416
wavelet-HHH_glszm_GrayLevelNonUniformity,0.0004375350865142715
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0004364881635875513
log-sigma-4-0-mm-3D_glrlm_GrayLevelVariance,0.0004362366885447082
log-sigma-4-0-mm-3D_firstorder_TotalEnergy,0.00043574678913369213
wavelet-LHH_glcm_Idm,0.0004339480218680277
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,0.0004330317443565277
wavelet-LHL_glrlm_GrayLevelNonUniformity,0.00043247464801753174
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.00043246622683298854
lbp-3D-k_firstorder_10Percentile,0.0004313227158091273
lbp-3D-m1_glrlm_RunLengthNonUniformityNormalized,0.0004310634492932814
log-sigma-4-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0004293400809740504
wavelet-LHL_glcm_Imc2,0.00042904880673591767
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.000427982933239096
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0004267349515199713
wavelet-LHH_glszm_SizeZoneNonUniformity,0.0004249430956806594
squareroot_glcm_Idmn,0.0004248763960333187
wavelet-HLL_firstorder_Uniformity,0.0004243055152772483
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0004226909613763745
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0004204629721326128
log-sigma-3-0-mm-3D_glcm_JointAverage,0.0004187785319396828
wavelet-HHH_glszm_ZonePercentage,0.00041875926806923114
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.00041647439405069784
log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.0004121420909008558
lbp-3D-k_glrlm_GrayLevelVariance,0.0004093873693516005
wavelet-LHL_gldm_HighGrayLevelEmphasis,0.0004088011047132492
square_gldm_LargeDependenceHighGrayLevelEmphasis,0.0004079513156825173
squareroot_glcm_ClusterProminence,0.0004077631721236976
wavelet-HLL_glcm_DifferenceAverage,0.0004071576104013879
squareroot_glszm_LargeAreaLowGrayLevelEmphasis,0.00040695185965799747
squareroot_glcm_Correlation,0.0004049582094846681
wavelet-HHL_ngtdm_Coarseness,0.00040478545413703956
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.00040452538556576295
wavelet-HLL_glszm_GrayLevelNonUniformity,0.0004036940259298345
wavelet-LHH_ngtdm_Busyness,0.00040351832577473294
lbp-3D-k_firstorder_MeanAbsoluteDeviation,0.00040283255972173396
gradient_glcm_MaximumProbability,0.00039888793760799206
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,0.0003979691374502233
lbp-3D-k_ngtdm_Complexity,0.00039711823116026114
wavelet-LLL_firstorder_Mean,0.0003969596801809055
log-sigma-2-0-mm-3D_firstorder_Mean,0.00039589013614555753
log-sigma-4-0-mm-3D_firstorder_Maximum,0.00039466158644526267
wavelet-LLL_glcm_ClusterShade,0.0003945884468511126
wavelet-LHL_glcm_DifferenceEntropy,0.00039452904768650147
wavelet-HHL_glcm_DifferenceAverage,0.0003941765906036565
lbp-3D-k_glcm_Idmn,0.0003919668722746105
logarithm_glcm_Idm,0.00039015189432827787
log-sigma-3-0-mm-3D_firstorder_Uniformity,0.0003890241136028324
wavelet-LLH_glcm_SumAverage,0.0003886267364352533
log-sigma-2-0-mm-3D_glcm_SumSquares,0.00038746360077681805
wavelet-HHL_gldm_DependenceEntropy,0.0003869594981980437
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,0.0003868443653484604
lbp-3D-m1_firstorder_Energy,0.00038445180005300015
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.0003826223322063585
log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0003825002701653329
wavelet-HLL_gldm_LargeDependenceEmphasis,0.0003818304613854994
squareroot_glszm_LargeAreaHighGrayLevelEmphasis,0.000381665001882171
lbp-3D-m2_gldm_DependenceNonUniformity,0.000380384438013771
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.0003789755832426004
log-sigma-4-0-mm-3D_glcm_Autocorrelation,0.000378797001618312
wavelet-HLL_gldm_GrayLevelNonUniformity,0.00037777327767123407
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.0003765819908490946
wavelet-HLH_firstorder_Median,0.00037551583802243214
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.0003752299093374362
wavelet-HLH_glcm_InverseVariance,0.0003749880796681564
squareroot_gldm_SmallDependenceEmphasis,0.00037484792676255004
lbp-3D-k_glszm_LargeAreaLowGrayLevelEmphasis,0.0003728307555358083
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.0003725946307790348
squareroot_glcm_DifferenceAverage,0.0003725404915107323
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis,0.0003706482869073386
lbp-3D-k_ngtdm_Busyness,0.0003694355067865346
wavelet-HLH_glszm_SmallAreaEmphasis,0.00036815992766803425
wavelet-HHH_firstorder_RootMeanSquared,0.000368027709518683
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,0.0003678128109007014
square_glrlm_GrayLevelNonUniformityNormalized,0.00036593925454272064
square_gldm_GrayLevelVariance,0.00036410018349331994
logarithm_glcm_DifferenceAverage,0.0003634821560913297
wavelet-LHH_firstorder_Mean,0.0003616911849829338
lbp-2D_glrlm_RunVariance,0.00036106196486676464
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.0003601356159740597
log-sigma-4-0-mm-3D_firstorder_Entropy,0.0003600516432351993
wavelet-LHL_glcm_DifferenceAverage,0.0003600255663429977
wavelet-HHL_glcm_Autocorrelation,0.0003585763959175654
logarithm_firstorder_Median,0.00035753747862112906
squareroot_firstorder_Entropy,0.0003568797494234696
gradient_firstorder_Energy,0.00035684820957858923
squareroot_glrlm_RunLengthNonUniformity,0.0003560286733932804
gradient_glszm_HighGrayLevelZoneEmphasis,0.00035554421827228513
wavelet-LLH_glcm_DifferenceAverage,0.00035519243669657766
squareroot_gldm_DependenceVariance,0.0003546167493459272
logarithm_glcm_ClusterTendency,0.00035447898839087113
lbp-3D-m1_glrlm_GrayLevelNonUniformity,0.00035443188249919205
squareroot_glcm_Autocorrelation,0.00035426247603992654
squareroot_glszm_SmallAreaHighGrayLevelEmphasis,0.00035363734302436495
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.00035252080657600113
wavelet-LHL_firstorder_90Percentile,0.00035237543150514
logarithm_glrlm_ShortRunLowGrayLevelEmphasis,0.0003510178076896016
log-sigma-4-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.0003475077047451415
original_firstorder_Mean,0.00034697298577839806
wavelet-HHH_glcm_Idn,0.0003468304829614024
squareroot_glszm_GrayLevelNonUniformityNormalized,0.000346685929943737
wavelet-LHH_glcm_Autocorrelation,0.00034614066538606427
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.0003435913741527071
log-sigma-4-0-mm-3D_gldm_DependenceVariance,0.000342626081913664
diagnostics_Mask-original_VoxelNum,0.0003423478053881952
wavelet-HLH_firstorder_RootMeanSquared,0.0003414286097358556
square_glszm_LargeAreaHighGrayLevelEmphasis,0.00034047735131556155
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.0003392775452141351
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0003387542606944067
lbp-3D-k_glszm_SizeZoneNonUniformity,0.0003380412990372101
wavelet-HHH_firstorder_TotalEnergy,0.000337982993259563
square_glrlm_LongRunLowGrayLevelEmphasis,0.00033739807903144034
wavelet-HHH_ngtdm_Complexity,0.0003359483290664235
lbp-3D-k_glrlm_GrayLevelNonUniformityNormalized,0.0003353385891536674
lbp-2D_glrlm_LongRunEmphasis,0.0003341019624601699
log-sigma-5-0-mm-3D_glcm_JointEntropy,0.0003338218168765455
logarithm_gldm_HighGrayLevelEmphasis,0.0003332224868939439
wavelet-LHH_glcm_JointEnergy,0.00033298132550957745
wavelet-HLH_glcm_ClusterShade,0.00033296161054687076
square_glcm_Idmn,0.0003308409699090238
wavelet-LHL_ngtdm_Busyness,0.00033069045180609435
gradient_gldm_HighGrayLevelEmphasis,0.0003306291187077544
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.00032973611434082036
logarithm_glrlm_GrayLevelNonUniformity,0.0003292380584824489
wavelet-HHL_firstorder_Variance,0.00032902244615171577
gradient_gldm_DependenceVariance,0.0003288288505141098
wavelet-HLH_glrlm_RunLengthNonUniformity,0.00032834497340387785
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,0.000327642519125233
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,0.00032649172735548264
log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.00032548693479209306
wavelet-HHH_glcm_SumEntropy,0.00032487536335982446
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.0003245727930440089
gradient_ngtdm_Complexity,0.0003243366186027768
log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformity,0.00032382603796229676
wavelet-HLL_ngtdm_Busyness,0.00032316322594966453
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.0003209229672822293
log-sigma-5-0-mm-3D_glcm_DifferenceAverage,0.0003208375978632338
square_glszm_SmallAreaLowGrayLevelEmphasis,0.0003204660973579402
gradient_glszm_GrayLevelVariance,0.0003202506332939098
wavelet-LHH_glcm_Idmn,0.00031980649444378047
gradient_firstorder_RootMeanSquared,0.0003196393801944737
wavelet-LLL_glcm_MCC,0.0003193090027956407
wavelet-HLL_ngtdm_Contrast,0.00031927344522735544
wavelet-HHH_gldm_HighGrayLevelEmphasis,0.0003191718628851691
wavelet-LHL_firstorder_Median,0.000317498927715483
wavelet-HLL_gldm_DependenceNonUniformity,0.0003163798080889548
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.000316316672615623
wavelet-HLL_firstorder_10Percentile,0.00031597689624758
square_firstorder_Uniformity,0.00031455273038267546
wavelet-LLH_gldm_DependenceVariance,0.00031359034787948714
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.0003132964665391613
wavelet-HHL_gldm_GrayLevelVariance,0.00031280773235575434
square_gldm_SmallDependenceEmphasis,0.0003118133726495329
square_glszm_GrayLevelNonUniformity,0.00031118153247386806
wavelet-HHH_glcm_Idm,0.0003106858122687288
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.0003102718670818565
logarithm_glcm_Autocorrelation,0.00031016030838222137
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.00030989861340320683
wavelet-HHH_firstorder_10Percentile,0.0003089606694551599
wavelet-HHH_gldm_DependenceVariance,0.0003086426075795849
lbp-3D-k_glcm_DifferenceAverage,0.00030858410232332655
log-sigma-3-0-mm-3D_glcm_Imc1,0.0003084469954269255
wavelet-LLL_glcm_SumAverage,0.0003071144077124675
wavelet-LLH_ngtdm_Busyness,0.00030682593247331524
wavelet-LHH_gldm_LargeDependenceEmphasis,0.0003067851851122144
gradient_glszm_ZoneVariance,0.0003066867107534856
square_gldm_DependenceEntropy,0.0003063975134223828
wavelet-LLL_firstorder_InterquartileRange,0.00030617526219071814
wavelet-LLH_glcm_Contrast,0.0003043127940653699
wavelet-HLL_glrlm_GrayLevelVariance,0.0003042770830669142
wavelet-HLL_glcm_Contrast,0.00030376758762401616
wavelet-HLL_glcm_JointAverage,0.0003026291781668896
log-sigma-4-0-mm-3D_glcm_Idm,0.00030260899680474297
log-sigma-5-0-mm-3D_ngtdm_Busyness,0.00030241076034784873
lbp-3D-k_glszm_ZoneVariance,0.0003023287142048267
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.00030173232110253093
log-sigma-4-0-mm-3D_glszm_GrayLevelVariance,0.00030090930206892486
square_firstorder_MeanAbsoluteDeviation,0.0003004659451770165
log-sigma-4-0-mm-3D_gldm_HighGrayLevelEmphasis,0.0003004486508192036
wavelet-LHH_firstorder_Skewness,0.000299985425456919
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,0.00029967304626272616
wavelet-HLH_glrlm_ShortRunEmphasis,0.00029849813816597287
log-sigma-5-0-mm-3D_firstorder_Maximum,0.0002983434702465138
wavelet-HHL_firstorder_TotalEnergy,0.0002981520917482449
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,0.00029788048670781846
wavelet-HLH_firstorder_Uniformity,0.0002976386920420383
squareroot_glrlm_ShortRunHighGrayLevelEmphasis,0.00029741301023495124
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0002969400107305704
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,0.00029679088960829736
lbp-3D-k_gldm_HighGrayLevelEmphasis,0.00029590617044045805
wavelet-HHL_firstorder_InterquartileRange,0.0002942403326273472
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,0.00029232571067154306
wavelet-LHL_glcm_MCC,0.0002922275898971346
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.0002908821556724666
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.000290766034773542
Sex,0.0002904699327921702
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.0002903522739139944
squareroot_glrlm_LongRunHighGrayLevelEmphasis,0.0002901706781092293
